code,name,latitude,longitude
130500,Kelston North,-36.89579137,174.6663445
130600,Avondale Rosebank,-36.88903628,174.6796956
130700,Narrow Neck,-36.81569367,174.7966105
130800,Glen Eden North,-36.90768225,174.6570296
130900,Glen Eden Woodglen,-36.9174767,174.6432981
131000,Kelston South,-36.90380643,174.6626679
131100,Waterview,-36.87948054,174.6993614
131200,Ponsonby East,-36.85137951,174.7415932
131300,Wynyard-Viaduct,-36.8433094,174.7578883
131400,Stanley Point,-36.82656718,174.7841077
131500,Glen Eden Central,-36.91560255,174.6530206
131600,Grey Lynn North,-36.85879216,174.7357648
131700,Avondale West (Auckland),-36.89467964,174.6846386
131800,Freemans Bay,-36.85220128,174.7504171
131900,Mount Albert West,-36.88204623,174.7076941
132000,Avondale North (Auckland),-36.88954577,174.6956275
132100,Grey Lynn West,-36.8644209,174.733749
132200,Mount Albert North,-36.87481471,174.7176531
132300,New Lynn North,-36.9017384,174.6718904
132400,Victoria Park,-36.84857807,174.7565912
132500,Konini,-36.92920297,174.6437311
132600,New Lynn North West,-36.90794042,174.6716825
132700,Hobson Ridge North,-36.84707104,174.7627691
132800,Grey Lynn Central,-36.86209925,174.7462203
132900,Fruitvale,-36.91445572,174.6647414
133000,Devonport,-36.82716648,174.7968828
133100,Avondale Central (Auckland),-36.89552468,174.6951983
133200,Queen Street,-36.84774104,174.7652497
133300,Quay Street-Customs Street,-36.84601989,174.7764629
133400,Hobson Ridge Central,-36.85070899,174.760467
133500,Grey Lynn East,-36.86181959,174.7520855
133600,Morningside (Auckland),-36.87312613,174.7319744
133700,Shortland Street,-36.84736853,174.7682392
133800,Hobson Ridge South,-36.85434043,174.7581422
133900,New Lynn Central,-36.90748467,174.6859657
134000,Cheltenham,-36.82539766,174.8065985
134100,Queen Street South West,-36.85433303,174.761348
134200,Mount Albert Central,-36.88345034,174.7233967
134300,Karangahape,-36.85896498,174.7563976
134400,Kingsland,-36.87030191,174.7458516
134500,Anzac Avenue,-36.84768561,174.7720357
134600,Waima-Woodlands Park,-36.94665584,174.6354162
134700,Kaurilands,-36.92947622,174.6558367
134800,Auckland-University,-36.85143057,174.7690647
134900,New Lynn Seabrook,-36.91793217,174.6718063
135000,Avondale South (Auckland),-36.90336613,174.6974575
135100,Symonds Street North West,-36.85498533,174.7659377
135200,Mount Albert South,-36.88951191,174.7169006
135300,Symonds Street West,-36.8567668,174.7633319
135400,West Lynn,-36.92520977,174.6662186
135500,Owairaka West,-36.89532607,174.7111083
135600,New Lynn Central South,-36.91380003,174.6822783
135700,The Strand,-36.85025882,174.7745127
135800,St Lukes,-36.88180554,174.7313305
135900,Symonds Street East,-36.85691,174.7664115
136000,Eden Terrace,-36.86462613,174.7596408
136100,Grafton,-36.86013178,174.7682855
136200,Eden Park,-36.87476437,174.7459515
136300,Sandringham North,-36.88053268,174.7398888
136400,Parnell West,-36.85679261,174.7779805
136500,New Lynn South,-36.92110202,174.6828377
136600,New Windsor North,-36.90238578,174.712539
136700,Titirangi South,-36.94580721,174.6562265
136800,Owairaka East,-36.89480258,174.7215225
136900,Eden Valley,-36.87455582,174.7525837
137000,Sandringham Central,-36.88819147,174.7338528
137100,Glenavon,-36.90919425,174.7032455
137200,Blockhouse Bay North,-36.91452187,174.6966093
137300,Green Bay North,-36.92628317,174.6852654
137400,Parnell East,-36.85621249,174.7875184
137500,Laingholm,-36.96456984,174.6307716
137600,Sandringham West,-36.89249272,174.7307877
137700,Mount Eden North East,-36.86913097,174.7655503
137800,Mount Eden North,-36.8748348,174.7609795
137900,Wesley West,-36.89875702,174.726462
138000,Green Bay South,-36.93348489,174.677338
138100,Balmoral,-36.88723106,174.7449694
138200,Sandringham East,-36.89314875,174.7382537
138300,New Windsor South,-36.90852211,174.7163716
138400,Mount Eden West,-36.88382084,174.7535738
138500,Newmarket,-36.86853889,174.777063
138600,Blockhouse Bay North East,-36.91483741,174.7082113
138700,Epsom North,-36.87695838,174.77071
138800,Wesley South,-36.90931026,174.7310823
138900,Blockhouse Bay South,-36.92531189,174.6983916
139000,Mount Eden East,-36.88500226,174.760481
139100,Wesley East,-36.90326571,174.7340529
139200,Orakei West,-36.85708312,174.815257
139300,Maungawhau,-36.89091675,174.7542555
139400,Remuera West,-36.87008743,174.7859276
139500,Blockhouse Bay East,-36.92106193,174.7093426
139600,Lynfield North,-36.91952771,174.7176304
139700,Mount Roskill North,-36.90053933,174.7442134
139800,Mount Roskill White Swan,-36.91484469,174.7259854
139900,Mount Eden South,-36.89582511,174.7544877
140000,Remuera Waitaramoa,-36.87147136,174.7942352
140100,Orakei East,-36.85366237,174.8232736
140200,Epsom Central-North,-36.88779009,174.7699262
140300,Mount St John,-36.88236812,174.7803595
140400,Mount Roskill Central North,-36.908804,174.7430111
140500,Remuera North,-36.8684808,174.8040065
140600,Three Kings West,-36.90307735,174.7523287
140700,Mount Roskill Central South,-36.91583944,174.7383093
140800,Epsom Central-South,-36.89675875,174.7678741
140900,Lynfield South,-36.93014096,174.7201301
141000,Remuera South,-36.88443518,174.7952652
141100,Mission Bay,-36.855756,174.8323722
141200,Three Kings East,-36.90429123,174.7584018
141300,Mount Roskill South,-36.92449342,174.7300862
141400,Inlet Manukau Harbour,-37.04318103,174.718716
141500,Epsom East,-36.89528995,174.7782585
141600,Remuera Waiata,-36.87744319,174.8043782
141700,Epsom South,-36.90439621,174.7662217
141800,Kohimarama,-36.85773003,174.8409213
141900,Meadowbank West,-36.86956185,174.8257466
142000,Hillsborough North (Auckland),-36.91359172,174.7581549
142100,Hillsborough West (Auckland),-36.91988593,174.7473234
142200,Greenlane North,-36.89157675,174.7929571
142300,Waikowhai North,-36.92587047,174.7399876
142400,Remuera East,-36.8760597,174.8214413
142500,Waikowhai South,-36.92997876,174.746912
142600,Royal Oak West (Auckland),-36.91008886,174.7693171
142700,Saint Heliers West,-36.85712066,174.8507106
142800,One Tree Hill,-36.90124562,174.7821993
142900,Hillsborough East (Auckland),-36.91987919,174.75651
143000,Saint Heliers North,-36.85233733,174.8619382
143100,Remuera Abbotts Park,-36.88487835,174.8131141
143200,Meadowbank East,-36.86978506,174.837007
143300,Ellerslie Central,-36.89200686,174.8075067
143400,Royal Oak East (Auckland),-36.91176082,174.7765866
143500,Saint Heliers South,-36.86395106,174.8563302
143600,Hillsborough South (Auckland),-36.92611941,174.7555866
143700,Saint Johns West,-36.88206283,174.8336574
143800,Greenlane South,-36.90084121,174.7988039
143900,Remuera Waiatarua,-36.88285416,174.8274483
144000,Glendowie North,-36.85540475,174.8737109
144100,Onehunga West,-36.91965553,174.7742165
144200,Ellerslie West,-36.89897117,174.8061246
144300,Onehunga North,-36.91226992,174.7867371
144400,Ellerslie East,-36.89230912,174.8210526
144500,Saint Johns East,-36.87546729,174.8460881
144600,Oneroa West,-36.78767524,174.999654
144700,Glen Innes West,-36.873161,174.85692
144800,Ellerslie South,-36.90072215,174.8155531
144900,Stonefields West,-36.88678029,174.8372301
145000,Onehunga Central,-36.91974178,174.7870961
145100,Glendowie South,-36.8646606,174.8672379
145200,Oranga,-36.91207992,174.8003061
145300,Mount Wellington North West,-36.89388294,174.8293182
145400,Panmure Glen Innes Industrial,-36.88365468,174.8507618
145500,Onehunga-Te Papapa Industrial,-36.92606886,174.7948913
145600,Te Papapa,-36.91863866,174.7964898
145700,Stonefields East,-36.88886515,174.842588
145800,Glen Innes East-Wai O Taiki Bay,-36.87360239,174.871202
145900,Penrose,-36.91999811,174.8225891
146000,Mount Wellington North East,-36.89400476,174.8429494
146100,Mangere Bridge Ambury,-36.94780505,174.7687563
146200,Mount Wellington Ferndale,-36.90212113,174.8317793
146300,Point England,-36.88386826,174.8653296
146400,Bucklands Beach North,-36.86068628,174.9037907
146500,Mount Wellington East,-36.90148701,174.8388454
146600,Mount Wellington West,-36.91116791,174.8277109
146700,Panmure West,-36.89965538,174.8447464
146800,Mangere Bridge,-36.94356976,174.7885401
146900,Oneroa East-Palm Beach,-36.77927556,175.0521861
147000,Tamaki,-36.89521581,174.8618746
147100,Panmure East,-36.9022851,174.8603575
147200,Mount Wellington Central,-36.90833619,174.8446081
147300,Bays Waiheke Island,-36.79811715,175.1696346
147400,Sylvia Park,-36.91485222,174.8404902
147500,Mangere Mountain View,-36.95251573,174.7858599
147600,Surfdale,-36.79613493,175.02985
147700,Mount Wellington Industrial,-36.92046064,174.8516218
147800,Half Moon Bay West,-36.88602382,174.8966502
147900,Auckland Airport,-36.9891029,174.7740086
148000,Eastern Beach,-36.87674433,174.9134907
148100,Sunnyhills West-Pakuranga North,-36.9085095,174.872694
148200,Favona North,-36.94920111,174.8089561
148300,Bucklands Beach Central,-36.88001336,174.9076561
148400,Farm Cove,-36.89546599,174.8838067
148500,Mangere North,-36.95922768,174.7950367
148600,Favona West,-36.95592834,174.8001116
148700,Ostend,-36.79263832,175.0522047
148800,Half Moon Bay North East,-36.88645568,174.9049466
148900,Mangere West,-36.96564384,174.7900145
149000,Pakuranga West,-36.91819021,174.8688268
149100,Mount Wellington South West,-36.93113094,174.8459642
149200,Sunnyhills East,-36.90137998,174.8914069
149300,Half Moon Bay South East,-36.89466587,174.9025249
149400,Favona East,-36.95588747,174.8108786
149500,Mount Wellington South East,-36.92699118,174.8554437
149600,Otahuhu Industrial,-36.9501703,174.8279842
149700,Bucklands Beach South,-36.88980813,174.9131876
149800,Pakuranga Central,-36.91470511,174.877811
149900,Awhitu,-37.14989636,174.6321686
150000,Harania North,-36.96170937,174.8102543
150100,Otahuhu Central,-36.94175556,174.836046
150200,Mangere Central,-36.97101355,174.7988214
150300,Otahuhu North,-36.93828521,174.8472201
150400,Howick West,-36.89320364,174.9197951
150500,Pakuranga Heights North West,-36.91160179,174.8886163
150600,Mellons Bay,-36.88715946,174.9304025
150700,Pakuranga Heights East,-36.90862754,174.8990375
150800,Sutton Park,-36.95872645,174.8220561
150900,Otahuhu East,-36.93272301,174.8626682
151000,Mangere South,-36.97875887,174.7951449
151100,Onetangi,-36.79584373,175.0783981
151200,Harania South,-36.96750095,174.814633
151300,Highland Park (Auckland),-36.90473104,174.9093709
151400,Otahuhu South West,-36.95216719,174.840055
151500,Pakuranga Heights South West,-36.9198535,174.8867872
151600,Mangere Mascot,-36.97328531,174.8094542
151700,Waiheke East,-36.79798055,175.1279694
151800,Massey Road West,-36.96532836,174.8244482
151900,Otahuhu South,-36.94719396,174.8499666
152000,Howick Central,-36.89922262,174.9236847
152100,Massey Road North,-36.96400152,174.8326041
152200,Botany Downs West,-36.90954846,174.9141456
152300,East Tamaki,-36.93823242,174.8871287
152400,Howick East,-36.90088621,174.930388
152500,Burswood,-36.92248095,174.8974399
152600,Massey Road South,-36.97185419,174.8222655
152700,Middlemore,-36.96044494,174.843067
152800,Mangere South East,-36.98695925,174.8274394
152900,Botany Downs East,-36.91003877,174.9217755
153000,Grange,-36.96377055,174.849417
153100,Golflands,-36.92144309,174.9078108
153200,Aorere North,-36.97359119,174.826687
153300,Mangere East,-36.96930074,174.8391719
153400,Cockle Bay,-36.89765568,174.9432824
153500,Otara West,-36.95591017,174.8653476
153600,Aorere Central,-36.97679381,174.8303348
153700,Northpark North,-36.91724964,174.9224791
153800,Somerville,-36.91234246,174.9339411
153900,Northpark South,-36.9227022,174.9164104
154000,Papatoetoe North,-36.97093119,174.8493612
154100,Dingwall,-36.96337293,174.8606968
154200,Aorere South,-36.98140868,174.8375585
154300,Shelly Park,-36.90830816,174.9464512
154400,Otara Central,-36.95593456,174.8767799
154500,Huntington Park,-36.93387117,174.9069906
154600,Botany Central,-36.93116908,174.9122367
154700,Botany North,-36.92502363,174.9261203
154800,Papatoetoe West,-36.98008106,174.8465055
154900,Papatoetoe Central,-36.97461746,174.8580066
155000,Sunkist Bay,-36.88262674,174.9978316
155100,Otara East,-36.95494224,174.8862506
155200,Redcastle,-36.94313907,174.9052712
155300,Botany East,-36.93221968,174.9225992
155400,Botany South,-36.9385812,174.9141462
155500,Manukau Central,-36.99138991,174.8694753
155600,Papatoetoe East,-36.97237736,174.8735364
155700,Otara South,-36.96833434,174.8764096
155800,Ferguson,-36.966167,174.8825216
155900,Papatoetoe South West,-36.98945511,174.8468107
156000,Botany Junction,-36.95962843,174.896418
156100,Dannemora North,-36.94584124,174.9122148
156200,Papatoetoe South,-36.97749183,174.8672654
156300,East Tamaki Heights,-36.9417869,174.9224719
156400,Te Puru,-36.89631822,175.0031611
156500,Puhinui North,-36.98354464,174.8623562
156600,Dannemora South,-36.95210786,174.9097049
156700,Puhinui South,-36.98905465,174.8589293
156800,Rongomai West,-36.97393225,174.8893256
156900,Baverstock,-36.95525862,174.9167017
157000,Puhinui East,-36.98223841,174.8717845
157100,Turanga,-36.96408816,174.9885467
157200,Rongomai East,-36.97278636,174.8943156
157300,Ormiston North,-36.96413048,174.9130984
157400,Maraetai,-36.88774867,175.0379711
157500,Chapel Downs,-36.97187248,174.90214
157600,Wiri West,-37.00828264,174.8624367
157700,Clover Park North,-36.97956376,174.8931167
157800,Mission Heights North,-36.95819159,174.9309111
157900,Clover Park South,-36.98563252,174.8901217
