home_SA2,work_SA2,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total
114600,113300,,12,,,,,,,,,12
213000,215400,,15,,,,,,,,,21
106700,105500,,12,,,,,,,,,12
248300,251400,,195,15,30,177,36,12,,,6,477
103000,102600,,27,9,,,,,,,,39
251800,250700,,6,,,6,,,57,,,75
321800,325700,,12,,,,,,,,,21
327700,322200,,6,,,,,,,,,9
349200,349100,,24,,,,,,,,,30
321300,324900,,21,,,,,,,,,21
237400,237800,,51,9,,,,,,,,69
192300,192000,,45,6,,,,,,,,57
128100,131200,,,,,,,,,,,9
207100,206400,,,,,,,,,,,9
323700,328100,,39,18,,,,,,,,60
117800,133500,,,,,,,,,,,9
249400,250000,,,,,,,,,,,6
193400,193800,,168,21,15,,,,,,,222
142700,133300,,36,,,21,,6,,,,75
121600,133200,,15,,,,,,,,,27
313900,319100,,,,,,,,,,,9
119400,126800,,18,,,,,,,,,18
142700,132700,,9,,,6,,,,,,24
132600,118600,,12,,,,,,,,,18
147200,127500,,9,,,,,,,,,9
129900,132700,,24,,,21,,,,,,60
206600,205500,,42,,,,,,,,,48
163400,162400,,6,,,,,,,,,6
181100,183300,,,,,,,,,,,9
337000,336800,,6,,,,,,,,,9
179800,181600,,9,,,,,,,,,9
132200,135300,,,,,6,,,,,,12
170700,152300,,6,,,,,,,,,9
214700,209500,,9,,,,,,,,,12
323900,324800,,9,,,,,,,,,15
226400,227300,,6,,,,,,,,,9
319500,323000,,9,,,,,,,,,9
126600,157600,,,,,,,,,,,6
230700,230100,,,,,,,,,,,6
116200,138500,,9,,,,,,,,,12
212600,208900,,,,,,,,,,,12
330300,328700,,12,,,,,,,,,12
327300,329200,,9,,,,,,,,,9
345300,345600,,54,18,9,,,,,,,90
151900,132700,,,,,,6,,,,,12
312900,312400,,6,,,,,,,,,12
223600,225400,,,,,,,,,,,9
126200,118800,,,,,,,,,,,6
178700,179200,,6,,,,,,,,,12
170700,169900,,6,,,,,,,,,6
313700,312800,,6,,,,,,,,,6
156300,147700,,24,6,,,,,,,,33
141800,128700,,,,,,,,,,,6
106900,105300,,12,,,,,,,,,12
157500,156000,,33,,,,,,,,,51
162800,160900,,6,,,,,,,,,9
158600,144200,,,,,,,,,,,6
153800,154600,,15,,,,,,,,,21
135900,131800,,,,,,,,,,,9
135600,129500,,9,,,,,,,,,12
130800,133500,,,,,,,,,,,9
131700,145500,,9,,,,,,,,,9
252900,239900,,9,,,,,,,,,12
122500,131800,,6,,,,,,,,,9
329700,328100,,33,6,,,,12,12,,,66
115000,136100,,12,,,,,,,,,12
140200,135000,,,,,,,,,,,6
103600,103300,,6,,,,,,,,,9
199400,200700,,9,,,,,,,,,9
253100,252400,,21,,,,,,,,,33
137600,132700,,18,,,12,,,,,,30
248000,243700,,9,,,,,,,,,15
243400,243700,,54,21,,,,,,,,84
106600,107800,,6,,,,,,,,,9
125600,131800,,9,,,,,,,,,15
331300,320600,,9,,,,,,,,,9
183600,185500,,,6,,,,,,,,12
239800,248000,,6,,,,,,,,,12
308600,307100,,21,,,,,,,,,24
314000,314200,,18,,,,,,,,,30
162700,131300,,,,,,,,,,,6
321900,316700,,36,,,,,,,,,42
330400,328500,,,,,,,,,,,6
339600,339800,,102,36,6,,,,,,,141
130600,138300,,,,,,,,,,,6
150200,145400,,6,,,,,,,,,9
107700,106900,,30,,,,,,,,,30
330600,320400,,12,6,,,,,,,,24
321100,319800,,6,,,,,,,,,9
108800,109600,,6,,,,,,,,,6
126700,131300,,9,,,,9,,,,,27
199600,198600,,6,,,,,,,,,9
331300,330100,,6,,,,,,,,,6
242500,250900,,,,,,24,,,,,33
145100,136000,,21,,,,,,,,,30
123600,120500,,9,,,,,,,,,9
153300,132400,,,,,,,,,,,6
159300,160600,,,,,,,,,,,6
153100,147400,,6,,,,,,,,,9
228000,227500,,,,,,,,,,,6
127000,145900,,33,18,,,,,,,,54
214000,209500,,6,,,,,,,,,9
325400,321200,,15,,,,,,,,,18
252500,252400,,9,,,,,,30,,,42
231800,231500,,9,,,,,,,,,9
240900,248000,,6,,,,,,,,,9
175300,183200,,9,,,,,,,,,12
362500,361500,,9,,,,,,,,,12
122100,134800,,,,,,,,,,,6
232000,230800,,,,,,,,,,,6
244000,243400,,,,,,,,,,,6
319600,321300,,,,,,,,,,,6
140700,126800,,6,,,,,,,,,6
252000,251700,,15,,,,,,111,,,141
327000,328800,,12,,,,,,9,,,30
359600,360100,,75,21,,,,,,,,108
362500,358900,,6,,,,,,,,,12
320600,330700,,6,,,,,,,,,6
245000,244300,,30,6,6,21,,,,,,72
211400,209500,,21,,,,,,,,,21
150800,146800,,,,,,,,,,,9
118700,133300,,12,,,12,,,,,,30
165900,133300,,,,,,,,,,,6
312900,312200,,,,,,,,,,,9
253300,251300,,6,,,9,,,,,,21
174400,173700,,18,,,,,,,,,21
160400,164300,,,,,,,,,,,6
329900,319100,,21,,,,,,,,,30
330800,330000,,,,,,,,,,,6
126700,133500,,9,,,,,,,,,12
149500,140300,,6,,,,,,,,,6
149500,147400,,15,,,,,,,,,27
124700,133900,,9,6,,,,,,,,18
325600,323000,,15,,,,,,,,,15
316200,325500,,9,,,,,,,,,18
337700,338200,,15,,,,,,,,,15
215400,214400,,9,,,,,,,,,12
237100,236500,,15,,,,,,,,,21
326300,326900,,6,,,,,,,,,6
126900,135100,,,,,,,,,,,6
183000,183200,,60,21,9,,,,,,,93
156900,161700,,,,,,,,,,,6
132400,133500,,,,,,,,6,,,15
215700,215600,,93,6,6,,,,,,,108
132000,123500,,12,6,,,,,,,,21
358100,359100,,9,,,,,,,,,9
159000,150100,,12,,,,,,,,,21
126500,150100,,,,,,,,,,,9
213000,209500,,18,,,,,,,,,18
255500,255700,,12,,,,,,,,,15
214900,212300,,6,,,,,,,,,12
126700,136100,,,,,,,,,,,12
111500,113000,,6,,,,,,,,,6
156500,152400,,6,,,,,,,,,6
126600,131800,,9,,,,,,,,,12
156200,131300,,9,,,,,,,,,12
177900,179000,,63,12,,,,,,,,90
318100,316500,,21,,,,,,,,,21
320700,322300,,21,6,,,,,,,,36
355700,354200,,9,,,,,,,,,9
236400,251400,,,,,,15,,,,,12
196100,196500,,,,,,,,,,,9
156700,160100,,6,,,,,,,,,6
146400,133500,,6,,,,,,,,,12
180400,179800,,36,,,6,,,6,,,57
301700,302400,,30,18,,,,,,,,51
327200,317500,,24,,,,,,,,,33
196200,193100,,9,,,,,,,,,9
251800,243700,,,,,,,,,,,6
195400,195800,,6,,,,,,,,,6
145100,133300,,24,,,15,6,,,,,60
144700,138500,,27,,,9,,,,,,42
157500,133700,,,,,,,,,,,6
142700,127200,,,,,,,,,,,6
238800,239800,,21,,,,,,,,,21
134300,145500,,,,,,,,,,,9
125800,134300,,,,,,,,,,,6
157300,133700,,,,,,,,,,,6
121000,126800,,39,,,6,,,,,,51
320700,325700,,39,,,,,6,,,,60
332100,323500,,21,9,,,,,,,,33
117000,119600,,9,,,,,,,,,9
132000,131800,,21,,,6,,,,,,33
130900,126600,,9,,,,,,,,,15
302900,301500,,,,,,,,,,,6
241400,243000,,57,6,,,6,,,,,81
338700,338900,,72,9,,,,,,,,87
253100,251700,,21,,,21,,6,15,,,66
171800,178900,,33,18,,,,,,,,54
156900,133700,,9,,,,,,,,,12
103700,103900,,72,,9,,,,,,,87
359000,361300,,,,,,,,,,,6
144400,131300,,21,,,,9,,,,,45
111300,111900,,6,,,,,,,,,12
318600,320000,,27,6,9,,,,,,,48
236000,235900,,12,,,,,,,,,12
160300,153000,,,,,,,,,,,9
169900,147900,,9,,,,,,,,,9
161300,147400,,,,,,,,,,,9
323300,321200,,15,,,,,15,9,,,48
132800,123500,,9,,,,,,,,,12
328700,319100,,15,,,,,,,,,18
345000,348100,,15,,,,,,,,,18
231800,229200,,93,33,,,,,,,,138
121900,127200,,21,,,,,,,,,30
328600,327000,,,,,,,,,,,6
350400,352700,,6,,,,,,,,,9
252200,252000,,,,,,,,,,,6
171900,171400,,6,,,,,,,,,9
145300,131800,,9,,,,,,,,,9
127000,124800,,6,,,,,,,,,6
121500,118800,,6,,,,,,,,,9
318600,317000,,6,,,,,,,,,6
230300,229300,,9,,,,,,,,,9
160200,154900,,6,,,,,,,,,9
243400,244600,,12,,,,,,,,,15
226800,228400,,,,,,,,,,,6
165300,161700,,12,,,,,,,,,15
170000,169700,,9,,,,,,,,,9
328500,327900,,6,,,,,,,,,9
132300,129500,,6,,,,,,,,,9
139300,133900,,,,,,,,,,,6
137200,132200,,6,,,,,,,,,6
314600,314200,,15,,,,,,,,,18
193100,194300,,6,,,,,,,,,6
141300,131600,,,,,,,,,,,9
356800,356000,,6,,,,,,,,,6
136600,134100,,9,,,6,,,,,,15
196200,194600,,,,,,,,,,,6
135000,136300,,,,,,,,,,,6
362200,362500,,9,,,,,,6,,,15
127800,136000,,6,,,,,,,,,9
116100,147900,,15,,,,,,,,,18
162000,147400,,6,,,,,,,,,9
244900,251700,,,,,,,,,,,9
117900,126800,,45,6,,12,,,,,,66
157600,152300,,6,,,,,,,,,9
126400,135100,,,,,,,,,,,6
159400,164300,,6,,,,,,,,,9
147800,148400,,6,,,,,,,,,6
319700,322000,,,,,,,,,,,6
136900,140300,,9,,,,,,,,,12
328200,329200,,6,,,,,,,,,12
134300,133800,,,,,,,,6,,,9
215200,214900,,6,,,,,,,,,9
313300,322300,,,9,,,,,,,,12
132000,129200,,6,,,,,,,,,9
130500,133600,,,,,,,,,,,9
122000,117300,,6,,,,,,,,,6
159400,162400,,24,,,,,,,,,24
107400,108800,,,,,,,,,,,9
154100,152700,,30,,,,,,,,,36
115900,131300,,30,,,6,,,,,,39
360500,361700,,9,,,,,,,,,12
206900,206000,,9,,,,,,,,,9
137900,157600,,9,,,,,,,,,15
345500,344900,,33,36,9,,,,,,,81
118700,127500,,,,,,,,,,,6
168300,168000,,27,,,,,,,,,33
107800,106900,,45,,,,,,,,,45
309300,309500,,,21,15,,,,,,,39
218500,219600,,12,9,,,,,,,,21
176400,179000,,30,12,,,,,,,,48
226100,223200,,9,,,,,,,,,12
326900,329200,,15,,,,,,,,,18
120700,128700,,15,,,,,,,,,21
250400,248900,,,,,,,,,,,9
350400,352900,,6,,,,,,,,,12
351900,351700,,,,,,,,,,,6
355200,351500,,,,,,,,,,,6
150900,136100,,12,,,,,,,,,12
250200,252500,,6,,,,,,,,,12
303200,305200,,9,,,,,,,,,9
219500,219300,,12,,,,,,,,,15
330400,328300,,6,,,,,,,,,9
236500,237500,,15,,,,,,,,,15
151900,150100,,48,,9,,,,,,,69
347200,346600,,21,,,,,,,,,27
131200,126600,,21,,,,,,,,,27
117900,134800,,,,,,,,,,,9
101200,100700,,66,21,6,,,,,,,93
161600,163200,,12,,,,,,,,,18
112900,138500,,,,,,,,,,,12
106600,107100,,270,36,15,,,12,78,,6,417
253000,253600,,,,,,,,15,,,24
331100,316700,,18,,,,,,,,,24
127300,132400,,12,,,12,,,,,,27
156900,163200,,9,,,,,,,,,9
149300,134100,,,,,,,,,,,9
118200,127300,,6,,,,,,,,,6
233500,233300,,9,,,,,,,,,15
242000,243000,,87,,,,,,,,,108
320700,321800,,18,,,,,,12,,,33
303100,302100,,9,,,,,,,,,9
154500,145300,,,,,,,,,,,9
245500,251400,,18,6,9,,138,,,,,177
328400,331500,,30,,,,,,,,,39
169700,162400,,63,,,,,,,,,66
333100,328800,,6,,,,,,,,,6
172800,178900,,93,45,,,,,,,,141
360400,360000,,,,,,,,,,,6
151600,145400,,,,,,,,,,,6
144400,143000,,,,,,,,,,,6
145100,141100,,18,,,,,,,,,24
192800,194300,,15,,,,,,,,,21
123100,133000,,9,,,,,,,,,9
163900,162900,,,,,,,,,,,6
135200,134200,,24,,,,,,9,,,36
249300,244300,,9,,,,,,,,,12
231600,231100,,,,,,,,,,,6
358400,358900,,12,,,,,,,,,15
140500,128700,,9,,,,,,,,,9
178900,179000,,,,,,,,,,,12
256500,256300,,27,,,,,,,,,30
326000,323000,,6,,,,,,,,,9
106800,105300,,9,,,,,,,,,9
112100,113900,,6,,,,,,,,,9
245000,251600,,,,,9,,,,,,18
132600,147900,,45,,,,,,,,,54
330900,323500,,15,,,,,,,,,24
142400,126800,,9,,,,,,,,,9
111700,145900,,9,,,,,,,,,9
158500,160600,,,,,,,,,,,6
318500,319100,,9,,,,,,,,,18
132100,133400,,6,,,,,,,,,12
156600,153800,,9,,,,,,,,,9
175900,177300,,18,,,,,,,,,21
120700,134200,,,,,,,,,,,6
211700,211900,,,,,,,,,,,9
129100,135500,,6,,,,,,,,,9
135800,147700,,,,,,,,,,,6
330300,336000,,9,,,,,,,,,9
332100,332700,,15,,,,,,,,,18
150000,146800,,12,,,,,,,,,12
242700,250900,,,,,,9,,,,,9
180500,179400,,57,,6,6,,,,,6,84
323400,329300,,,,,,,,,,,12
246600,251800,,9,,,,,,,,,9
360800,361400,,12,,,,,,,,,12
230100,231800,,,,,,,,,,,6
251700,251600,,,,,,,,165,,,177
132300,131000,,9,,,,,,,,,12
230400,231000,,18,,,,,,,,,18
151200,146800,,6,,,,,,,,,9
133700,131800,,,,,,,,,,,9
137800,123500,,,,,,,,,,,9
105800,106000,,21,,,,,,,,,24
158900,147700,,12,,,,,,,,,12
240700,248000,,12,,,,,,,,,15
111100,118600,,33,12,,,,,,,,51
351800,351500,,12,,,,,,,,,12
322500,320400,,12,,,,,,,,,12
165400,161700,,9,,,,,,,,,12
125400,133500,,9,,,,,,,,,18
209000,210500,,93,,9,,,,,,,111
111700,113800,,24,6,,,,,,,,36
124900,125700,,27,,,,,,,,,33
126700,125100,,60,6,6,,,,6,,,84
219500,220300,,9,6,,,,,,,,12
230300,229400,,,,,,,,,,,9
332100,326600,,30,6,,,,6,,,,48
209700,212800,,15,12,,,,,,,,27
348300,348600,,12,,,,,,,,,21
335600,334500,,9,,,,,,,,,18
117100,134800,,,,,,,,,,,6
151300,133700,,,,,,6,,,,,15
147500,132700,,,,,,,,,,,15
128200,131200,,9,,,,,,,,,12
252700,252900,,15,,,,,,,,,24
141800,145300,,15,6,,,,,,,,24
131100,132200,,,,,,,,,,,9
331400,320100,,6,,,,,,,,,6
307100,306300,,,,,,,,,,,6
302600,305300,,9,,,,,,,,,9
325600,326600,,33,,,9,,,,,,54
361700,362300,,12,,,,,,,,,18
140900,135800,,12,,,,,,,,,15
142700,136000,,15,,,,,,,,,21
209700,212200,,6,,,,,,,,,9
227500,228900,,12,,,,,,,,,18
118400,125100,,9,,,,,,,,,12
138100,133800,,,,,,,,,,,6
216100,215700,,21,,,,,,,,,24
320800,322200,,6,,,,,,,,,6
336000,335000,,12,,,,,,,,,12
330500,330900,,9,,,,,,,,,15
356200,353400,,36,6,,,,,,,,45
183700,182800,,6,,,,,,,,,6
116900,118300,,15,,,,,,,,,24
111500,111700,,12,,,,,,,,,15
236500,236600,,24,,,,,,,,,27
121100,133500,,9,,,,,,,,,9
240100,252100,,9,,,,,,,,,15
135800,131800,,15,,,,,,,,,18
131800,133400,,,,,,,,12,,,15
107800,106300,,9,,,,,,,,,9
240700,240600,,9,,,,,,,,,12
330300,322200,,6,,,,,,,,,9
122200,152300,,9,,,,,,,,,12
142200,136100,,27,,6,18,,,,,,57
314600,317500,,18,,,,,,,,,18
183700,183300,,,,,,,,,,,6
128800,129400,,6,,,,,,,,,9
143600,145500,,30,15,,,,,,,,51
157700,124300,,,,,,,,,,,6
194800,193100,,6,,,,,,,,,6
127000,134100,,6,,,,,,,,,15
250300,253000,,6,,,,,,,,,9
322700,322300,,33,,,,,,,,,48
122800,136100,,12,,,,,,,,,18
132100,145500,,9,,,,,,,,,12
153400,118600,,9,9,,,,,,,,15
129700,133300,,21,,6,21,,6,6,,,66
210300,210100,,6,,,,,,,,,12
159500,132700,,,,,,,,,,,6
170100,170200,,9,,,,,,,,,12
160100,164100,,12,,,,,,,,,15
123200,136400,,24,,,,,,,,,24
138900,131900,,9,,,,,,,,,15
342800,342600,,30,,,,,,,,,36
225300,222100,,9,,,,,,,,,9
139900,135100,,,,,,,,,,,9
116700,135100,,,,,6,,,,,,12
143400,150100,,6,,,,,,,,,12
162800,162300,,12,,,,,,,,,12
251700,249700,,,,,,,,,,,9
223800,223600,,,,,,,,,,,6
153600,154900,,6,,,,,,,,,6
254100,252100,,9,,,6,,,,,,18
251100,250800,,,,,,,,,,,6
197500,195400,,,,,,,,,,,6
171600,176300,,18,15,,,,,,,,30
325900,320000,,9,,,,,,,,,15
122000,127900,,,,,,,,,,,6
321300,325900,,,,,,,,,,,6
126300,133300,,15,,,30,,,,,,54
137600,138800,,,,,,,,,,,9
112600,115900,,6,,,,,,,,,9
128100,147700,,9,,,,,,,,,9
165900,162200,,9,,,,,,,,,15
149900,147900,,15,,,,,,,,,18
176600,178200,,9,,,,,,,,,9
354900,355600,,12,,,,,,,,,15
201600,201800,,21,6,,,,,,,,30
208300,215400,,9,,,,,,,,,9
119900,133500,,,,,,,,,,,6
122500,115000,,9,,,,,,,,,15
114100,145500,,6,,,,,,,,,6
240900,250700,,9,,,,6,,,,,21
197000,194500,,18,,,,,,,,,24
257100,257700,,45,9,,,,,,,,57
333100,333500,,12,,,,,,,,,12
242900,243700,,15,6,,,,,,,,24
162000,145500,,12,,,,,,,,,15
210100,210400,,,,,,,,,,,9
128100,131800,,12,,,,,,,,,15
149300,147700,,33,9,,,,,,,,45
231100,229800,,60,,,,,,,,,72
134000,133200,,,,,,,,,30,,33
140500,138700,,,,,,,,,,,9
141100,139400,,6,,,,,,,,,6
221300,221600,,27,12,,,,,,,,51
238400,251800,,,,,,,,,,,6
206200,205300,,6,,,,,,,,,6
166300,162200,,12,,,,,,,,,15
138200,133200,,9,,,27,,,,,,48
242400,251800,,,,,,,,,,,6
252300,251400,,24,,6,21,,21,147,,9,231
253200,250900,,15,,,15,,,,,,42
317000,324800,,,,,,,,,,,6
326700,327600,,,,,,,,,,,9
329400,320000,,9,,,,,,,,,9
340400,339500,,9,,,,,,,,,9
257900,255900,,12,,,,,,,,,15
149800,147100,,,,,,,,,,,6
151200,151800,,6,,,,,,,,,9
310500,310800,,,,,,,,,,,6
114800,113000,,,,,,,,,,,6
156300,133300,,12,,,,,,,,,15
207600,207400,,6,,,,,,,,,9
331100,330300,,6,,,,,,,,,9
132600,133300,,9,,,,21,,,,,33
134700,127500,,39,6,,,,,,,,51
144700,140100,,12,,,,,,,,,12
144800,138500,,27,6,,,12,,,,,54
149400,152700,,27,,,,,,,,,27
353500,350100,,9,,,,,,,,,9
161500,138500,,6,,,,,,,,,15
326500,324900,,9,,,6,,,,,,24
207000,205400,,63,,21,,,,,,,93
355700,353100,,33,,,,,,,,,42
127000,133200,,21,6,,15,,,,,,42
224600,225000,,9,,,,,,,,,12
238800,244300,,9,,,,,,,,,9
160400,131800,,,,,,,,,,,6
148900,150100,,12,,,,,,,,,18
229000,230800,,,,,,,,,,,6
314300,313300,,,,,,,,,,,6
158500,128700,,,,,,,,,,,6
350400,353700,,45,12,,,,,,,,60
196200,196500,,18,6,,,,,,,,24
116900,124000,,,,,,,,,,,6
133300,152300,,,,,,,,,,,6
113100,132700,,,,,9,,,,,,15
133300,150100,,,,,,,,,,,6
156300,131300,,9,,,,,,,,,15
142100,127200,,,,,,,,,,,6
121800,134500,,,,,,,,,,,6
237300,245700,,,,,,,,,,,12
115200,115100,,12,,,,,,,,,15
208200,208900,,21,9,,,,,,,,36
184000,185500,,12,,,,,,,,,18
209600,212300,,,,,,,,,,,6
125300,140300,,6,,,,,,,,,9
151200,156000,,9,,,,,,,,,12
129200,131900,,6,,,,,,,,,9
131600,134500,,,,,,,,,,,6
204100,202500,,,,,,,,,,,6
253700,253600,,,,,,,,,,,9
320300,321100,,,,,,,,,,,9
335200,325700,,30,,,6,,,,,,42
159300,152700,,18,,,,,,,,,24
147000,149600,,6,,,,,,,,,6
134500,117300,,,,,,,,,,,6
108600,106600,,9,,,,,,,,,9
135100,131200,,,,,,,,,,,6
318600,321200,,,,,,,,,,,12
242000,251600,,,,,,9,,,,,15
330600,329100,,6,,,,,,,,,9
242600,248000,,,,,,,,,,,6
122300,136000,,12,,,,,,,,,21
339600,341200,,36,9,,,,,,,,48
207200,205700,,9,,,,,,,,,12
211800,210100,,6,,,,,,,,,12
211300,210100,,9,,,,,,,,,12
140400,132700,,15,,,12,,,,,,30
138300,145000,,9,,,,,,,,,9
318100,316600,,9,,,,,,,,,12
230700,229800,,33,,,,,,,,,42
245000,245100,,6,,,,,,,,,9
142300,140700,,,,,,,,,,,6
124700,131000,,,,,,,,,,,6
129000,135800,,,,,,,,,,,6
240600,251600,,18,9,,,12,,,,,42
318800,331500,,9,,,,,,,,,9
116100,147700,,,,,,,,,,,9
125400,133700,,6,,,15,,,,,,24
313300,315700,,9,,,,,,,,,9
355600,352900,,9,,,,,,,,,9
319900,325800,,15,,,,,,,,,18
252000,239400,,,,,,,,,,,6
343900,342600,,12,,,,,,,,,12
129100,145500,,15,6,,,,,,,,24
335200,320000,,12,,,,,,,,,15
200000,200200,,9,,,,,,,,,12
196700,195700,,6,,,,,,,,,9
126600,140300,,9,,,,,,,,,12
179000,175200,,6,,,,,,,,,9
164500,152300,,18,12,,,,,,,,33
161100,147900,,123,15,,,,,,,,144
103900,103700,,15,,,,,,,,,21
348600,348300,,,,,,,,,,,6
135000,137700,,9,,,,,,,,,12
313900,317500,,15,,,,,,,,,21
136600,135900,,,,,,,,,,,6
202600,203500,,,,,,,,,,,6
319200,321200,,15,,,,,6,,,,30
177700,176300,,63,27,,,,,,,,102
209600,213700,,9,,,,,,,,,9
130500,129500,,6,,,,,,,,,9
216600,217400,,45,,,,,,,,,51
116800,133700,,6,,,18,,,,,,27
147100,134300,,,,,,,,,,,6
256300,251400,,,,,,,,,,,6
330400,320400,,18,,,,,,,,,21
335100,334900,,,,,,,,,,,12
136000,152300,,24,,,,,,,,,33
236300,251600,,,,,,,,,,,6
255800,256100,,21,,,,,,,,,27
244500,245400,,12,,,,,,,,,18
129200,136200,,,,,,,,,,,6
212600,212900,,27,,,,,,,,,39
120200,133000,,,,,,,,,,,6
121100,136000,,9,,,,,,,,,15
312800,312200,,9,,,,,,,,,12
317200,325500,,12,,,,,,,,,12
355400,355700,,,,,,,,,,,9
127800,155500,,,,,,,,,,,6
198900,201800,,6,,,,,,,,,6
127000,134500,,6,,,,,,,,,6
136200,136400,,12,,,,,,,,,27
152900,156000,,21,,,,,,,,,24
151900,133700,,,,,,6,,,,,9
134300,155500,,6,,,,,,,,,12
142600,143300,,6,,,,,,,,,6
131100,147900,,24,,,,,,,,,33
214400,213100,,,,,,,,,,,6
230900,231300,,6,,,,,,,,,15
148400,144800,,,,,,,,,,,6
101300,100900,,6,,,,,,,,,9
150800,149600,,15,,,,,,,,,15
180100,181000,,9,,,,,,,,,9
150300,144200,,21,,,,,,,,,27
239400,250700,,9,,,,,,,,,15
130200,134300,,,,,,,,,,,9
314700,326600,,12,,,,,,,,,12
317900,325500,,33,6,,,,,,,,42
318000,326400,,15,,,,,,,,,21
157800,158200,,,,,,,,,,,12
210600,209800,,15,,,,,,,,,18
133300,126800,,,,,,,,,,,9
157800,143300,,6,,,,,,,,,6
107500,105400,,9,,,,,,,,,12
244900,245100,,24,,,,,,,,,30
157400,152300,,81,33,,,,,,,,120
242700,243700,,15,,,,,,,,,18
231200,230600,,207,12,12,9,,27,63,,12,342
325600,332500,,6,,,,,,,,,12
315100,326400,,6,,,,,,,,,6
324800,321200,,6,,,,,,,,,12
335900,324900,,,,,,,,,,,6
194900,194800,,24,9,,,,,,,,36
145100,140100,,6,,,,,,,,,6
152500,133500,,,,,,,,,,,9
148000,133300,,6,,,,,,,9,,15
315400,324200,,,,,,,,,,,6
132700,147900,,,,,,,,,,,15
333800,319100,,,,,,,,,,,6
246100,244200,,21,,,,,,,,,30
142900,156000,,6,,,,,,,,,6
306000,305200,,18,,,,,,,,,21
179100,179700,,15,,,,,,,,,21
132100,131200,,18,6,,,,,6,,,39
151900,148200,,,,,,,,,,,6
360500,358600,,6,,,,,,,,,9
142000,135100,,6,,,,,,,,,12
186000,186200,,9,,,,,,,,,12
127700,131200,,,,,,,,,,,6
123600,145900,,15,12,,,,,,,,27
207100,205400,,54,,12,,,,,,,72
315900,321800,,9,,,,,,,,,9
316600,317900,,,,,,,,,,,6
302600,301600,,,,,,,,,,,9
332000,327100,,51,15,,,,9,,,,78
120700,134800,,6,,,,,,,,,6
154300,150700,,9,,,,,,,,,9
160800,138500,,9,,,,,,,,,9
237300,238000,,12,,,,,,,,,15
211200,212800,,6,,,,,,,,,12
120300,115900,,,,,,,,,,,6
221100,221400,,12,,,,,,,,,15
148100,147900,,36,,,,,,,,,45
237500,239000,,,,,,,,,,,6
197500,195800,,12,,,,,,,,,12
218500,218900,,27,,6,,,,,,,39
249200,247900,,,,,,,,,,,6
301200,301100,,33,,,,,6,9,,,57
130200,132400,,18,,,,,,21,,,54
161100,145900,,57,24,,,,,,,,87
133500,152300,,9,,,,,,,,,12
305100,302200,,,,,,,,,,,9
148700,151100,,45,9,,,,,,,,66
350000,354800,,,,,,,,,,,6
127000,133300,,21,,,9,,,,,,39
162700,164100,,6,,,,,,,,,12
237500,238000,,21,,,,,,,,,21
317700,324900,,15,,,,,,,,,21
209800,211500,,12,,,,,,,,,12
145300,134500,,,,,,,,,,,9
123600,127100,,6,,,,,,,,,9
117100,147900,,,,,,,,,,,6
354500,354200,,12,,,,,,,,,15
160900,163200,,21,,,,,,,,,24
239200,240700,,12,,,,,,,,,12
356600,356200,,12,,,,,,,,,15
141900,131300,,12,,,,27,6,,,,45
145300,144200,,30,,,15,,,,,,48
164000,150100,,6,,,,,,,,,6
123300,134300,,,,,,,,,,,9
361400,361500,,24,,,,,,,,,33
141600,143300,,,,,,,,,,,6
215400,213200,,18,,,,,,,,,18
122700,136000,,,,,,,,,,,9
146600,132700,,9,,,,,,,,,18
144500,141800,,9,,,,,,,,,15
146100,131200,,,,,,,,,,,6
148100,138500,,27,,,6,,,,,,39
234500,235300,,18,,,,,,,,,21
251200,244000,,,,,,,,,,,9
242800,244600,,,,,,,,,,,9
146800,155500,,36,9,,,,,,,,48
124400,131200,,,,,,,,,,,6
110400,117300,,12,,,,,,,,,12
170000,147900,,27,,,,,,,,,33
128600,125900,,,,,,,,,,,6
121800,147900,,18,,,,,,,,,24
132500,125100,,30,6,,,,,,,,39
125600,142200,,,,,,,,,,,9
231200,228900,,12,,,,,,,,,15
120000,113800,,6,,,,,,,,,9
195300,193900,,72,12,12,,,,,,,102
251400,251100,,,,,,,,,,,9
202200,202700,,105,9,,,,,,,,117
129900,147700,,18,9,,,,,,,,30
137800,152700,,,,,,,,,,,9
305600,302400,,18,,,,,,,,,21
134900,156000,,6,,,,,,,,,9
217300,216900,,27,,,,,,,,,33
255200,254300,,,,,,,,,,,6
183900,182600,,12,,,,,,,,,15
146800,137700,,9,,,,,,,,,12
119800,125100,,48,18,,,,,,,,69
138600,123500,,,,,,,,,,,6
100200,103000,,12,,,,,,,,,15
123100,147900,,15,,,,,,,,,21
133600,125100,,18,,,,,,,,,21
228000,228500,,12,,,,,,,,,15
182600,182300,,,,,,,,,,,6
235600,235700,,,,,,,,,,,9
229100,230600,,153,15,18,9,,,,,,207
229800,231800,,,,,,,,,,,9
353800,351500,,,,,,,,,,,6
132000,140300,,6,,,,,,,,,12
156200,149600,,6,,,,,,,,,9
182800,182000,,12,,,,,,,,,18
132500,138500,,18,,,,15,,,,,36
132700,123500,,,,,9,,,,,,15
155500,154900,,,,,,,,,,,6
244100,245000,,6,,,,,,,,,12
305800,303900,,33,9,,,,,,,,45
