home_SA2,work_SA2,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total
150400,153900,,,,,,,,,,,6
123800,132400,,6,,,,,,,,,15
326800,317500,,15,,,,,,,,,18
126500,134300,,,,,,,,,,,12
313400,316700,,12,,,,,,,,,18
146200,132400,,6,,,,6,,,,,21
185600,187300,,,,,,,,,,,6
100400,101100,,21,6,,,,,,,,30
131900,145000,,6,,,,,,,,,6
142800,126800,,9,,,,,,,,,9
321600,314400,,,,,,,,,,,9
183100,179400,,6,,,,,,,,,9
220400,221800,,6,,,,,,,,,6
136500,117300,,15,,,,,,,,,15
154800,150700,,,,,,,,,,,6
136000,133800,,,,,,,,9,,,15
139000,146700,,,,,,,,,,,6
180700,180200,,9,,,,,,,,,9
136100,136000,,,,,,,,12,,,24
113500,138500,,,,,,,,,,,9
131100,126600,,15,,,,,,,,,15
194400,195700,,6,,,,,,,,,9
219600,218700,,12,,,,,,,,,15
150900,145300,,6,,,,,,,,,12
182500,178900,,9,,,,,,,,,15
243300,244600,,,,,,,,,,,6
228600,231000,,6,,,,,,,,,9
216900,218700,,12,,,,,,,,,15
106200,107900,,72,21,,,,,,,,102
131800,147900,,30,,,,,,,,,42
199400,201800,,,,,,,,,,,9
332900,323500,,18,6,,,,,,,,27
123200,157600,,9,,,,,,,,,9
193000,194400,,39,12,,,,,,,,54
360800,362300,,6,,,,,,,,,9
337800,337700,,60,12,6,,,,,,,81
219200,217700,,27,,,,,,,,,30
316100,317300,,12,,,,,,,,,12
198800,201200,,9,,,,,,,,,12
151300,142200,,9,,,,,,,,,9
142200,117300,,,,,,,,,,,6
219300,216900,,9,,,,,,,,,12
125500,126800,,33,,6,6,,,,,,54
165500,165800,,9,,,,,,,,,15
195200,192900,,6,,,,,,,,,9
134600,125100,,15,,,,,,,,,18
213800,213300,,9,,,,,,,,,12
213300,214600,,6,,,,,,,,,6
134600,133200,,9,,,,,,,,,21
146400,147900,,24,,,,,,,,,30
215000,213200,,12,,,,,,,,,15
237800,238100,,12,6,,,,,,,,15
196500,193900,,21,,,,,,,,,24
240500,249700,,12,,,,,,,,,18
318600,319600,,,,,,,,,,,6
135400,125700,,12,,,,,,,,,12
343800,344500,,,,,,,,,,,6
326300,327100,,39,9,,,,9,,,,66
179700,177700,,9,,,,,,,,,9
136900,145900,,24,,,,,,,,,30
253600,250600,,6,,,,,,,,,6
354500,353200,,48,,,,,,,,,54
361700,361500,,15,,,,,,,,,30
213200,214600,,6,,,,,,,,,9
129400,136000,,9,,,,,,,,,15
206500,207000,,9,,,,,,,,,12
194100,192800,,9,,,,,,,,,12
178500,179700,,39,,,,,,,,,45
157300,157500,,9,,,,,,,,,12
162500,147700,,15,6,,,,,,,,21
154900,163200,,6,,,,,,,,,12
150500,152700,,6,,,,,,,,,6
160200,136400,,,,,,,,,,,6
120300,127500,,39,9,,,,,,,,54
160600,150100,,12,,,,,,,,,24
238100,237100,,9,,,,,,,,,12
302300,302600,,33,21,,,,,,,,60
329700,327600,,6,,,,,,,,,12
110400,110900,,42,12,,,,,,,,57
122700,157600,,6,,,,,,,,,12
100800,103000,,15,,,,,,,,,21
131000,133500,,9,,,,,,,,,12
249300,251700,,9,,,,,,,,,12
121000,131300,,18,,,27,,,,,,51
319300,319100,,129,15,9,,,,,,,162
321500,323900,,,,,,,,,,,6
180100,184100,,6,,,,,,,,,6
175600,175900,,,,,,,,,,,6
138500,134500,,,,,,,,,,,6
239600,239000,,33,6,,,,,,,,39
340700,339800,,123,36,9,,,,,,,180
197400,195400,,9,,,,,,,,,9
155700,118600,,,,,,,,,,,9
105200,106400,,,,,,,,,,,6
156400,150100,,9,,,,,,,,,12
134600,135300,,,,,,,,,,,6
133500,131300,,15,,,15,,,12,,,54
151300,150100,,12,,,,,,,,,12
169600,190200,,15,,,,,,,,,18
133100,133600,,12,,,,,,,,,12
118900,131800,,,,,,,,,,,6
116300,132400,,6,,,,,,,,,12
227600,227300,,6,,,,,,,,,6
338200,336900,,6,,,,,,,,,9
134900,152300,,9,,,,,,,,,12
124600,122800,,9,,,,,,,,,9
151400,163200,,,,,,,,,,,6
115000,115900,,18,,,,,,,,,21
118500,118100,,6,,,,,,,,,6
146300,143300,,6,,,,,,,,,9
153900,150700,,12,,,,,,,,,18
190500,192000,,,,,,,,,,,6
239500,239200,,12,,,,,,,,,15
245600,244800,,15,,,,,,,,,21
211400,211100,,,,,,,,,,,6
173800,174100,,9,,,,,,,,,9
256000,256200,,27,9,,,,,,,,39
305900,305100,,18,,,,,,,,,18
315100,314400,,21,,,,,,,,,21
337300,338300,,6,,,,,,,,,9
351900,352900,,6,,,,,,,,,6
148000,150700,,6,,,,,,,,,12
146400,150100,,12,,,,,,,,,15
328400,317300,,9,,,,,,,,,12
335200,334800,,66,18,,,,,,,,93
144400,157600,,6,,,,,,,,,12
335900,328100,,12,6,,,,,,,,18
252400,245700,,,,,,,,,,,9
328000,329200,,9,,,,,,,,,12
150500,146700,,9,,,,,,,,,9
257500,257900,,54,,,,,,,,,63
337100,339100,,6,,,,,,,,,9
120200,140300,,12,,,,,,,,,15
161600,118600,,,,,,,,,,,6
107500,107900,,84,15,9,,,,,,,120
160600,131300,,6,,,,,,,,,12
176200,172100,,6,,,,,,,,,9
315200,317500,,6,,,,,,,,,6
322600,321400,,6,,,,,,,,,9
138200,131800,,9,,,,,,,,,12
139300,144200,,12,,,,,,,,,21
350900,352000,,,,,,,,,,,6
128800,125900,,9,,,,,,,,,12
182600,183200,,108,18,6,,,,,,,135
135000,118600,,18,,,,,,,,,24
190600,190300,,33,9,,,,,,,,48
218100,217200,,,,,,,,,,,6
125000,156000,,,,,,,,,,,9
105400,106900,,105,,,,,,,,,114
345300,345100,,6,,,,,,,,,15
354100,352000,,6,,,,,,,,,6
218700,217000,,303,48,24,,,15,,,9,405
321400,320000,,30,,,,,,,,,42
313500,314800,,6,,,,,,,,,6
142600,136100,,15,,6,,,,,,,30
114900,157600,,,,,,,,,,,6
217400,219400,,21,,,,,,,,,24
145600,133900,,,,,,,,,,,6
231700,231400,,6,,,,,,,,,9
107200,105500,,12,,,,,,,,,21
331400,320400,,9,,,,,,,,,15
139800,123500,,,,,,,,,,,9
254900,254800,,,,,,,,,,,6
133500,136100,,12,,,,,,,,,24
209700,208700,,,,,,,,,,,9
216900,217200,,6,,,,,,,,,6
157400,132700,,,,,,,,,6,,9
124200,134500,,,,,,,,,,,9
108100,108300,,21,,,,,,9,,,33
226600,227300,,9,,,,,,,,,9
323900,327000,,6,,,,,,,,,9
330000,326700,,6,,,,,,,,,6
131800,136900,,6,,,,,,,,,12
350300,351400,,30,15,,,,,,,,45
219800,220100,,9,,,,,,,,,9
178000,179300,,12,,,,,,,,,15
212100,212800,,9,6,,,,,,,,15
149800,136400,,15,,,,,,,,,18
111900,111200,,,,,,,,,,,6
124200,118600,,30,,,,,,,,,42
113600,126600,,24,,,,,,,,,33
252200,253600,,,,,,,,,,,6
125400,136400,,15,,,,,,,,,21
318700,322700,,6,,,,,,,,,9
195500,192800,,45,,,,,,,,,54
314800,327100,,12,6,,,,,,,,21
133100,128700,,36,,,,,,,,,48
246400,251600,,,,,,,,,,,9
143500,138800,,,,,,,,,,,6
324000,319100,,21,9,,,,,,,,30
174500,174400,,18,,,,,,,,,21
183600,184800,,9,,,,,,,,,9
129600,135600,,,,,,,,,,,6
248400,244700,,6,,,,,,,,,6
155100,133200,,12,,,,,,,,,18
253200,252900,,12,,,,,,,,,15
143500,144200,,18,,,,,,,,,30
122900,127200,,6,,,,,,,,,6
158900,152300,,39,15,,,,,,,,60
232600,229800,,15,,,,,,,,,18
347100,345900,,6,,,,,,,,,6
206300,206200,,12,,,,,,,,,12
327700,326600,,27,,,9,,12,,,,51
172100,171500,,15,,,,,,,,,21
149000,150700,,27,,,,,,,,,33
146300,118600,,15,,,,,,,,,21
112700,147900,,9,,,,,,,,,9
330200,320000,,12,,,,,,,,,18
130600,138900,,,,,,,,,,,6
143300,132700,,15,,,,18,,,,,33
113300,136000,,6,,,,,,,,,12
363000,358900,,6,,,,,,,,,6
136600,132400,,12,,,9,,,,,,21
106100,107200,,9,,,,,,,,,9
167100,167400,,21,,,,,,,,,30
224100,224700,,18,6,,,,,,,,24
243500,245000,,9,,,,,,,,,12
131800,132400,,18,9,,,,,87,,,126
307600,308600,,,,,,,,,,,6
146000,118600,,9,,,,,,,,,12
122700,133700,,,,,9,,,,,,15
329300,326400,,9,,,,,,,,,12
359900,359700,,27,6,,,,,,,,39
220400,217700,,15,6,,,,,,,,21
302400,304700,,15,,,,,,,,,18
120800,132700,,,,,9,,,,,,15
214600,213300,,24,,,,,,,,,27
161500,160600,,6,,,,,,,,,6
349300,349000,,,,,,,,,,,12
118500,118600,,204,39,9,12,,,27,,,291
117600,119700,,6,,,,,,,,,6
120200,128700,,18,6,,,,,,,,24
125500,133700,,12,,,12,,,,,,21
317400,319100,,18,9,,,,,,,,30
132900,126800,,6,,,,,,,,,9
324800,326800,,,,,,,,,,,6
144000,145900,,57,24,,,,,,,,84
126600,136100,,18,,,9,,,,,,27
195400,193400,,6,,,,,,,,,6
123300,125200,,,,,,,,,,,6
121600,130300,,6,,,,,,,,,6
221400,220900,,21,,,,,,,,,24
325100,324600,,12,,,,,,,,,18
161200,164100,,6,,,,,,,,,9
341000,340400,,24,,,,,,,,,33
329800,324600,,6,,,,,,,,,12
152000,136100,,9,,,,,,,,,12
196900,193400,,6,,,,,,,,,9
168300,169200,,18,,,,,,,,,24
339700,341100,,105,24,6,,,6,,,,150
149300,133200,,,,,6,6,,,,,18
361100,359100,,6,,,,,,,,,6
184500,183600,,9,,,,,,,,,9
140100,133500,,6,,,,,,,,,12
254700,244300,,,,,,,,,,,6
148000,152300,,69,18,,,,,,,,93
256500,255400,,6,,,,,,,,,6
335100,320400,,42,15,,,,,,,,63
131200,127500,,,,,,,,,,,6
122400,136400,,12,,,,,,,,,24
213300,214900,,9,,,,,,,,,9
183600,185700,,,,,,,,,,,6
122500,116100,,6,,,,,,,,,9
119800,134800,,9,,,,,,,,,9
136300,145400,,6,,,,,,,,,9
324000,320400,,15,,,,,,,,,18
356400,353400,,15,,,,,,,,,21
115100,136000,,,,,,,,,,,9
217600,218700,,15,,,,,,,,,21
124800,135100,,,,,,,,,,,6
161800,162300,,12,,,,,,,,,15
237900,239900,,,,,,,,,,,12
125000,136000,,6,,,,,,,,,9
125400,125500,,6,,,,,,,,,9
324000,324800,,,,,,,,,,,6
127700,118600,,27,6,,,,,,,,36
340300,339900,,15,,,,,,,,,21
320100,317700,,6,,,,,,,,,6
331300,327100,,39,,,,,12,,,,63
195300,194600,,15,,,,,,,,,24
150600,156900,,6,,,,,,,,,9
200000,199300,,72,36,,,,,,,,111
130600,140300,,,,,,,,,,,6
141800,157600,,15,6,,,,,,,,21
150400,148300,,9,,,,,,,,,15
248400,248600,,,,,,,,,,,6
116500,135300,,6,,,,,,,,,9
314200,328100,,,,,,,,,,,6
254200,252100,,9,,,12,,,,,,27
194200,193000,,15,,,,,,,,,12
350700,351400,,33,21,,,,,,,,57
129300,157600,,,,,,,,,,,6
322200,324200,,15,,,,,,,,,27
352000,354200,,6,,,,,,,,,6
353800,353100,,9,,,,,,9,,,24
132800,126600,,21,,,,,,,,,27
121700,133200,,9,,,,,,,,,18
154100,133500,,6,,,,,,,,,9
160600,159900,,6,,,,,,,,,9
246000,251400,,36,,9,9,189,6,,,,252
329600,326400,,6,,,,,,,,,12
117600,127400,,12,,,,,,,,,12
321400,325800,,21,,,,,,,,,27
134100,134300,,,,,,,,12,,,15
327700,324500,,,,,,,,,,,6
322400,325500,,18,,,,,6,,,,33
231200,230200,,9,,,,,,,,,12
317800,324800,,9,,,,,,,,,9
199700,199300,,78,15,,,,,,,,108
138600,136100,,9,,,,,,,,,9
221800,217000,,,,,,,,,,,6
319000,326400,,9,,,,,,,,,12
127000,131000,,9,,,,,,,,,9
115300,118600,,9,,,,,,,,,15
353900,353400,,39,,,6,,,,,,57
325300,318000,,,,,,,,,,,6
158400,135300,,,,,,,,,,,6
210200,209300,,9,6,,,,,,,,18
139900,133700,,18,,,27,,,,,,51
224400,224800,,15,,,,,,,,,21
126900,136000,,12,,,,,,,,,21
197500,192000,,6,,,,,,,,,9
110800,111300,,36,,,,,,,,,45
127000,145400,,6,,,,,,,,,6
315800,315700,,6,,,,,,,,,12
329800,323000,,6,,,,,,,,,6
153700,149700,,6,,,,,,,,,6
119200,117300,,,,,,,,,,,6
149100,123500,,,,,,,,,,,6
142300,134800,,6,,,,,,,,,12
148300,136400,,6,,,,,,,,,9
147100,147900,,42,6,,,,,,,,54
141200,140300,,12,,,,,,,,,15
257000,257100,,15,,,,,,,,,18
254400,251800,,15,,,18,,,,,,36
128200,131300,,15,,,30,,,,,,54
145000,126600,,,,,,,,,,,9
140800,132400,,9,,,12,,,,,,18
162600,138500,,,,,,,,,,,12
242300,250900,,12,,,,21,,,,,33
232100,232500,,12,,,,,,9,,,24
241500,244600,,9,,,,,,,,,9
319000,322300,,27,12,,,,,,,,42
210700,210800,,,,,,,,,,,9
152500,149800,,6,,,,,,,,,9
184300,179800,,12,,,,,,,,,12
315500,327100,,9,,,,,,,,,12
143000,133200,,27,,,27,,,,,,57
116900,133700,,6,,,9,,,,,,18
156600,156000,,36,,,,,,,,,42
323900,329200,,,,,,,,,,,6
116900,145900,,12,6,,,,,,,,24
122600,124000,,12,,,,,,,,,12
126200,132400,,12,,,15,,,,,,33
250100,254100,,6,,,,,,,,,6
323700,321200,,,,,,,,,,,6
354100,353300,,6,,,,,,,,,9
321600,321200,,12,,,,,,,,,12
198100,197900,,9,,,,,,,,,15
128200,127300,,15,,,,,,15,,,36
130500,135800,,,,,,,,,,,6
324700,323500,,9,,,,,,,,,12
334300,334800,,6,,,,,,,,,9
141700,138100,,,,,,,,,,,6
123300,133700,,6,,,15,,,,,,21
148000,132700,,,,,,,,,6,,9
160400,146700,,,,,,,,,,,6
247200,251700,,12,,,,,,,,,21
150300,157600,,33,,,,,,,,,42
179700,175200,,78,,,,,,,,,90
304400,306100,,6,,,,,,,,,6
131700,156000,,15,,,,,,,,,15
252300,253700,,,,,,,,,,,9
312000,310300,,6,,,,,,,,,9
322700,331800,,6,,,,,,,,,6
346800,348400,,9,6,,,,,,,,15
119600,125700,,15,,,,,,,,,18
139700,150200,,9,,,,,,,,,9
241500,245100,,15,,,,,,,,,18
238100,250900,,,,,,18,,,,,21
156400,131800,,,,,,,,,,,6
133100,133700,,,,,,6,,,,,12
228300,227100,,,,,,,,,,,6
133400,135900,,,,,,,,6,,,6
241700,251600,,,,,,,,,,,6
136400,134500,,,,,,,,9,,,21
112100,133300,,,,,,,,,,,9
240000,244300,,9,,,,,,,,,12
139100,140300,,,,,,,,,,,6
132500,132700,,15,,,,6,,,,,30
112800,111100,,9,,,,,,,,,15
126900,118800,,21,,6,,,,,,,30
118400,147700,,6,9,,,,,,,,15
143700,118600,,15,,,,,,,,,15
129200,134500,,,,,,,,,,,6
228600,228400,,27,9,,,,,,,,36
354500,351600,,,,,,,,,,,6
153000,157600,,30,,,,,,,,,39
205200,207000,,,,,,,,,,,9
121700,125100,,15,,,,,,,,,24
140700,147700,,15,,,,,,,,,18
330200,327900,,9,,,,,,,,,9
126900,123500,,15,,,,,,,,,24
104400,104500,,9,,,,,,,,,12
199900,201000,,9,,,,,,,,,9
250300,252100,,6,,,,,,,,,18
130300,145900,,21,6,,,,,,,,30
328500,328100,,33,6,,,,,,,,48
325400,322300,,48,24,,,,,,,,78
232400,231900,,21,,,,,9,,,,33
121100,133900,,18,,,,,,,,,24
325000,329300,,6,,,,,,,,,6
245900,250700,,9,,,,9,,,,,21
247300,252100,,6,,,,,,,,,12
155200,132400,,9,,,,,,,,,9
179900,184100,,6,,,,,,,,,9
178200,178900,,105,24,9,,,9,,,,156
220700,217000,,6,,,,,,,,,9
319000,319200,,6,,,,,,,,,6
126300,127400,,30,6,,,,,12,,,54
228000,228300,,21,,,,,,,,,24
166200,152700,,,,,,,,,,,6
341300,340400,,27,,,,,,,,,33
118900,147700,,12,,,,,,,,,15
133700,136400,,6,,,,,,12,,,24
127700,145500,,9,,,,,,,,,15
254400,252400,,9,,,,,,,,,12
314300,313800,,,,,,,,,,,6
324600,319100,,9,9,,,,,,,,21
138400,147700,,15,,,,,,,,,21
198900,198100,,6,,,,,,,,,12
196200,197100,,21,,,,,,,,,27
362300,359100,,,,,,,,,,,9
195700,194500,,6,,,,,,,,,9
136000,152700,,9,,,,,,,,,9
160200,164100,,9,,,,,,,,,9
148500,147700,,21,,,,,,,,,30
214400,213600,,9,,,,,,,,,9
120400,117600,,,,,,,,,,,6
248000,252400,,9,,,,,,,,,12
244100,243700,,42,,,,6,,,,,63
114400,131300,,,,,9,,,,,,12
112600,128700,,6,,,,,,,,,12
141300,136000,,18,,,,,,,,,27
113100,134100,,,,,,,,,,,9
207200,206400,,6,,,,,,,,,9
175700,173000,,9,,,,,,,,,9
140200,134800,,9,,,9,,,,,,27
116700,119700,,6,,,,,,,,,6
330300,327600,,6,,,,,,,,,15
230800,227300,,9,,,,,,,,,9
105800,106900,,60,,,,,,,,,60
231100,230400,,,,,,,,,,,6
221200,220300,,9,,,,,,,,,6
122200,135100,,,,,,,,,,,6
117500,126200,,,,,,,,,,,6
323700,325500,,36,,,,,,,,,42
305200,303900,,24,,,,,,,,,36
314600,327100,,,,,,,,,,,9
153600,144200,,6,,,,,,,,,12
116600,125100,,,,,,,,,,,6
133600,136100,,24,,,,15,,,,,48
328400,326600,,21,,,,,,,,,33
193300,196500,,6,,,,,,,,,12
240200,239000,,12,9,,,,,,,,18
321400,323000,,45,,,,,6,,,,60
161600,131300,,,,,,,,,,,6
331700,325100,,6,,,,,,,,,6
360600,362300,,15,,,,,,,,,18
194100,193500,,15,,,,,,,,,18
312900,312700,,12,,,,,,,,,21
314000,317200,,6,,,,,,,,,6
112200,133300,,6,,,,,,,,,9
361600,362300,,24,,,,,,,,,30
119400,140300,,,,,,,,,,,6
165400,162300,,6,,,,,,,,,9
146200,147200,,18,,,,,,,,,21
146100,136400,,21,,,,,,,,,24
139700,142100,,,,,,,,,,,6
150400,154400,,,,,,,,,,,6
319600,327600,,,,,,,,,,,6
150700,141500,,6,,,,,,,,,6
143900,157600,,,,,,,,,,,9
161800,162000,,9,,,,,,,,,12
132300,136400,,9,,,,,,,,,12
362000,361300,,9,,,,,,,,,15
175300,173000,,9,,,,,,,,,9
306600,307600,,15,,,,,,,,,18
146400,147700,,27,9,,,,,,,,36
193700,195500,,15,,,,,,,,,21
331300,324900,,27,,,,,30,,,,60
156300,133700,,6,,,,,,,,,9
220800,220300,,9,,,,,,,,,12
251300,251800,,6,,,,,,24,,,36
123300,124600,,6,,,,,,,,,9
190300,169300,,,,,,,,,,,6
249300,245700,,,,,,,,,,,6
323400,328400,,9,9,,,,,,,,18
358400,362200,,9,,,,,,,,,9
141300,155500,,21,,,,,,,,,24
158100,147200,,6,,,,,,,,,9
214900,209500,,9,,,,,,,,,12
228000,227000,,6,,,,,,,,,9
314000,325700,,12,,,,,,,,,12
156200,133700,,,,,,,,,,,9
113100,133500,,,,,,,,,,,6
211800,212100,,,,,,,,,,,6
118700,138500,,15,,,,,,,,,21
157800,156000,,36,,12,,,,,,,51
348400,348800,,12,,,,,,,,,18
109900,111100,,6,,,,,,,,,12
305000,305800,,12,,,,,,,,,18
186200,186000,,24,,,,,,,,,30
131400,135900,,,,,,,,,6,,6
116900,123500,,72,9,,,,,,,,84
120700,120300,,6,,,,,,,,,12
170200,162200,,9,,,,,,,,,12
237100,237900,,9,,,,,,,,,9
317300,324600,,6,,,,,,,,,9
122500,131300,,15,,,,,,,,,24
143700,138700,,,,,,,,,,,6
332000,327800,,6,,,,,,,,,6
157800,137700,,,,,,,,,,,6
123900,133700,,12,,,9,,,,,,24
139600,147900,,51,9,,,,,,,,63
156100,138500,,18,,,,,,,,,24
135800,125100,,12,,,,,,,,,15
322700,322200,,,,,,,,,,,6
350700,353200,,72,6,,,,,,,,87
172400,178900,,48,24,,,,,,,,72
327300,325800,,6,,,,,,,,,9
164600,144200,,,,,,,,,,,6
359800,360200,,39,,,,,,,,,48
163200,162500,,6,,,,,,,,,9
126200,133300,,12,,,18,,,,,,36
247800,251600,,18,,,,30,,,,,54
307100,308300,,27,,,,,,,,,33
327600,325300,,,,,,,,,,,6
125300,125100,,21,9,,,,,,,,36
328900,321800,,9,,,,,,,,,12
124500,133700,,,,,,,,,,,12
162400,149900,,6,,,,,,,,,6
151400,150200,,,,,,,,,,,6
130800,118800,,6,,,,,,,,,9
173300,182400,,9,,,,,,,,,15
136200,138500,,15,,,,18,,,,,45
226300,226600,,12,9,,,,,,,,21
235800,235200,,48,,,,,,6,,,66
165300,145500,,15,,,,,,,,,21
243600,245700,,42,9,,,,,,,,54
161400,147900,,39,6,,,,,,,,48
301000,303900,,6,,,,,,,,,6
223600,225800,,27,,,,,,,,,27
142400,138700,,,,,,,,,,,6
317800,321400,,12,,,,,,,,,12
322100,323000,,21,,,,,,9,,,33
322700,326400,,6,,,,,,,,,15
172600,179400,,9,,,,,,,,,9
150600,147700,,36,9,,,,,,,,51
120300,132700,,18,,,,,,,6,,30
151900,140300,,9,,,,,,,,,12
215100,212900,,39,,,,,,,,,51
123000,132700,,12,,,,,,,,,24
329400,326100,,6,,,,,,,,,9
119600,133500,,,,,,,,,,,6
178000,177900,,,,,,,,,,,9
330200,321200,,9,,,,,,,,,12
326900,328800,,12,6,,,,,,,,21
112700,136400,,6,,,,,,,,,12
116200,114600,,6,,,,,,,,,12
163800,162400,,45,,,,,,,,,48
218600,217600,,,,,,,,,,,9
153600,150100,,12,,,,,,,,,18
335400,334200,,27,,,,,,,,,30
172800,179500,,9,,,,,,,,,15
250900,252500,,,,,,,,,,,6
321100,322900,,21,,,,,,,,,33
127700,131000,,9,,,,,,,,,12
148600,145900,,57,6,9,,,,,,,75
329100,316700,,27,,,,,,,,,27
318600,323400,,,,,,,,,,,6
304300,303800,,6,,,,,,,,,12
341400,340600,,18,,,,,,,,,21
133600,133900,,6,,,,,,,,,12
123000,140300,,6,,,,,,,,,9
154800,134800,,,,,,,,,,,6
105900,105500,,33,9,,,,,9,,,57
148000,150600,,12,,,,,,,,,12
224000,225300,,6,,,,,,,,,6
148900,145400,,6,,,,,,,,,9
318600,317300,,9,,,,,,,,,15
342300,341100,,30,,,,,,,,,36
234200,234000,,12,,,,,,,,,12
322100,322300,,15,6,,,,,,,,21
165400,152300,,12,15,,,,,,,,27
317400,322300,,33,18,,,,,,,,54
169400,169200,,18,,,,,,,,,21
166300,166200,,,,,,,,,,,6
331700,323500,,39,15,,,,,,,,57
343700,343500,,24,,,,,,,,,30
138700,139000,,9,,,,,,9,,,18
130300,129800,,,,,,,,,,,6
140200,131200,,,,,,,,,,,6
149700,136100,,12,,,,,,,,,18
225100,224700,,51,6,,,,,,,,63
216500,216400,,9,,,,,,,,,9
250700,251700,,6,,,,,,,,,12
253100,253600,,12,,,,,,,,,18
256600,257000,,6,,,,,,,,,6
313400,314600,,12,,,,,,,,,15
128200,128700,,6,,,,,,,,,6
121800,127400,,21,,,,,,,,,30
175400,179400,,21,,,,,,,,,24
199600,201500,,6,,,,,,,,,9
230000,229800,,33,,,,,,,,,36
130800,145500,,9,,,,,,,,,12
301500,301800,,,,,,,,,,,6
256600,256000,,12,,,,,,,,,15
188400,189100,,33,,,,,,,,,36
335700,334800,,12,12,,,,,,,,24
320200,324000,,9,,,,,,,,,9
116400,122000,,,,,,,,,,,9
113900,126800,,9,,,,,,,,,9
114000,118600,,120,45,,,,,,,,174
121300,136400,,,,,,,,,,,6
126900,125700,,60,,,,,,,,,72
106600,106500,,12,,,,,,,,,15
230600,228800,,,,,,,,,,,6
342600,342800,,15,,,,,,,,,18
209800,210500,,126,18,9,,,9,,,,171
138300,136100,,18,,,6,,,,,,27
327000,330700,,,,,,,,,,,9
335200,320500,,,,,,,,,,,9
103400,104500,,9,,,,,,,,,9
343500,342600,,6,,,,,,,,,9
319300,334800,,18,,,,,,,,,18
253000,254400,,,,,,,,,,,9
256000,256800,,6,,,,,,,,,9
231300,230900,,6,,,,,,,,,6
248300,252400,,9,,,,,,,,,15
213000,214100,,6,,,,,,,,,6
165300,156000,,12,,,,,,,,,15
322400,319100,,15,,,,,,,,,24
128600,118600,,18,,,,,,,,,24
138500,141000,,6,,,,,,,,,12
154800,161700,,,,,,,,,,,6
349100,351400,,,,,,,,,,,9
124400,121800,,,,,,,,,,,6
131700,136900,,6,,,,,,,,,9
329100,320000,,12,,,,,,,,,12
330300,325800,,18,,,,,,,,,21
181000,179400,,81,9,,9,,,,,,108
137500,134400,,,,,,,,,,,9
139700,141000,,,,,,,,,,,6
187800,201800,,9,,,,,,,,,9
329200,329400,,,,,,,,,,,6
130300,137700,,12,,,,,,,,,12
143300,145400,,9,,,,,,,,,15
122500,147700,,15,,,,,,,,,18
186800,187700,,9,,,,,,,,,12
126400,133200,,12,,,6,,,,,,24
335700,323500,,57,30,,,,,,,,96
176500,177700,,9,,,,,,,,,9
240300,250700,,21,9,,,12,,,,,45
320200,318000,,6,,,,,,,,,9
123700,117300,,36,,,,,,,,,45
209900,208500,,24,,,,,,,,,27
157600,147900,,9,,,,,,,,,9
321200,327100,,9,,,,,,,,,12
320300,324900,,12,,,,,,,,,15
119900,125500,,,,,,,,,,,6
139400,152700,,9,,,,,,,,,9
251600,252900,,,,,6,,,,,,12
136700,134300,,6,,,,,,,,,15
234400,229200,,6,,,,,,,,,12
242100,242000,,15,,,,,,,,,15
252600,251400,,69,,21,123,,45,96,,18,375
173100,172300,,6,,,,,,,,,9
124400,133200,,6,,,36,,,,6,,51
147500,145500,,27,6,,,,,,,,42
133600,134100,,15,,,15,,,,,,42
196300,194800,,24,,,,,,,,,33
142200,138700,,12,,,,,,,,,12
186600,185900,,12,,,,,,,,,15
324100,321800,,6,,,,,,,,,9
195800,194300,,12,,,,,,,,,15
351000,351600,,33,,,,,,12,,,51
354400,354300,,48,9,,,,,6,,,72
196600,195700,,12,,,,,,,,,15
111700,113000,,9,,,,,,,,,12
154200,152300,,99,15,12,,,,,,,129
352000,352200,,6,,,,,,18,,,27
114500,133500,,,,,,,,,,,6
182600,184100,,9,,,,,,,,,12
125400,118600,,84,21,,,,,,,,120
201700,199900,,12,,,,,,,,,12
150700,135100,,,,,,,,,,,6
303300,303000,,,,,,,,,,,6
329700,331500,,15,6,,,,,,,,24
116600,147900,,,,,,,,,,,9
116900,134300,,,,,,,,,,,6
166100,145300,,,,,,,,,,,6
352800,354300,,21,,,,,,6,,,36
128400,152300,,9,,,,,,,,,15
143900,118600,,9,,,,,,,,,15
149300,138500,,12,,,,,,,,,24
124300,125700,,39,,,,,,6,,,54
152600,151800,,6,,,,,,,,,6
308300,307000,,12,,,,,,,,,24
229300,229600,,18,,,,,,,,,21
145600,145000,,15,,,,,,6,,,27
362400,361100,,9,,,,,,,,,9
360500,359100,,6,,,,,,,,,6
198800,201500,,9,,,,,,,,,15
214600,212400,,6,,,,,,,,,9
178800,172600,,9,,,,,,,,,9
208400,211600,,,,,,,,,,,6
218500,216600,,,,,,,,,,,6
135900,138500,,,,,9,,,9,,,24
121000,113800,,12,,,,,,,,,15
253900,254100,,15,,,,,,,,,18
323300,325800,,,,,,,,,,,6
133000,127200,,12,,,,,,,,,15
241300,239900,,12,,,,,,,,,18
154800,145400,,18,,,,,,,,,21
325300,323000,,15,,,,,,,,,30
138200,131200,,,,,,,,,,,9
155400,136400,,6,,,,,,,,,12
